available_bike_stands,hour,surface_pressure,is_day,apparent_temperature,date
19,5,986.85,0,17.1,2023-07-14 05:00:00+00:00
21,6,987.1285714285714,1,17.757142857142856,2023-07-14 06:00:00+00:00
18,7,987.6,1,19.52857142857143,2023-07-14 07:00:00+00:00
19,8,988.0,1,22.25,2023-07-14 08:00:00+00:00
21,9,988.0,1,24.285714285714285,2023-07-14 09:00:00+00:00
21,10,987.7777777777778,1,26.200000000000003,2023-07-14 10:00:00+00:00
20,11,987.45,1,27.05,2023-07-14 11:00:00+00:00
20,12,987.3444444444444,1,27.055555555555557,2023-07-14 12:00:00+00:00
18,13,987.04,1,27.080000000000002,2023-07-14 13:00:00+00:00
17,14,986.3888888888889,1,27.144444444444446,2023-07-14 14:00:00+00:00
14,15,985.9499999999999,1,27.200000000000003,2023-07-14 15:00:00+00:00
9,16,985.2,1,27.0,2023-07-14 16:00:00+00:00
8,17,984.9142857142857,1,26.12857142857143,2023-07-14 17:00:00+00:00
14,18,984.8799999999999,1,25.660000000000004,2023-07-14 18:00:00+00:00
16,19,984.2428571428571,0,25.2,2023-07-14 19:00:00+00:00
16,20,983.9428571428572,0,24.642857142857142,2023-07-14 20:00:00+00:00
12,21,984.0571428571428,0,22.47142857142857,2023-07-14 21:00:00+00:00
12,22,984.2142857142857,0,19.785714285714285,2023-07-14 22:00:00+00:00
12,23,984.1285714285714,0,18.571428571428573,2023-07-14 23:00:00+00:00
11,0,984.0555555555555,0,18.12222222222222,2023-07-15 00:00:00+00:00
6,1,984.0,0,17.25,2023-07-15 01:00:00+00:00
6,2,983.9,0,16.650000000000002,2023-07-15 02:00:00+00:00
7,3,983.6999999999999,0,16.7,2023-07-15 03:00:00+00:00
7,4,983.5,0,16.349999999999998,2023-07-15 04:00:00+00:00
7,5,983.5,0,16.349999999999998,2023-07-15 05:00:00+00:00
8,6,983.65,1,17.25,2023-07-15 06:00:00+00:00
7,7,983.8444444444444,1,18.866666666666667,2023-07-15 07:00:00+00:00
8,8,984.3499999999999,1,21.5,2023-07-15 08:00:00+00:00
8,9,984.9,1,23.950000000000003,2023-07-15 09:00:00+00:00
7,10,984.6,1,27.1,2023-07-15 10:00:00+00:00
6,11,984.4000000000001,1,30.3,2023-07-15 11:00:00+00:00
5,12,984.1999999999999,1,32.18571428571429,2023-07-15 12:00:00+00:00
2,13,983.5,1,33.15,2023-07-15 13:00:00+00:00
3,14,982.9285714285714,1,33.51428571428571,2023-07-15 14:00:00+00:00
3,15,982.45,1,33.4625,2023-07-15 15:00:00+00:00
6,16,982.2999999999998,1,33.166666666666664,2023-07-15 16:00:00+00:00
9,17,982.22,1,32.66,2023-07-15 17:00:00+00:00
10,18,981.9888888888888,1,31.466666666666665,2023-07-15 18:00:00+00:00
8,19,981.5500000000001,0,29.849999999999998,2023-07-15 19:00:00+00:00
7,20,981.2000000000002,0,27.899999999999995,2023-07-15 20:00:00+00:00
7,21,981.0500000000001,0,25.0,2023-07-15 21:00:00+00:00
6,22,980.9499999999999,0,23.350000000000005,2023-07-15 22:00:00+00:00
3,23,980.9,0,23.1,2023-07-15 23:00:00+00:00
0,0,980.7999999999998,0,22.850000000000005,2023-07-16 00:00:00+00:00
0,1,980.5499999999998,0,22.650000000000002,2023-07-16 01:00:00+00:00
0,2,980.4499999999999,0,22.2,2023-07-16 02:00:00+00:00
0,3,980.4000000000001,0,21.45,2023-07-16 03:00:00+00:00
1,4,980.1,0,20.45,2023-07-16 04:00:00+00:00
1,5,979.9499999999999,0,21.3,2023-07-16 05:00:00+00:00
0,6,980.2428571428571,1,23.428571428571427,2023-07-16 06:00:00+00:00
0,7,981.0500000000001,1,25.799999999999997,2023-07-16 07:00:00+00:00
0,8,982.0714285714286,1,27.957142857142856,2023-07-16 08:00:00+00:00
1,9,983.2142857142857,1,30.185714285714287,2023-07-16 09:00:00+00:00
2,10,983.9499999999999,1,31.849999999999998,2023-07-16 10:00:00+00:00
3,11,984.2428571428571,1,33.42857142857143,2023-07-16 11:00:00+00:00
5,12,984.2857142857143,1,34.5,2023-07-16 12:00:00+00:00
5,13,984.3625,1,34.4875,2023-07-16 13:00:00+00:00
4,14,984.4333333333333,1,33.577777777777776,2023-07-16 14:00:00+00:00
5,15,984.25,1,33.65,2023-07-16 15:00:00+00:00
5,16,983.9000000000001,1,33.611111111111114,2023-07-16 16:00:00+00:00
7,17,983.6999999999999,1,32.9,2023-07-16 17:00:00+00:00
9,18,983.35,1,32.550000000000004,2023-07-16 18:00:00+00:00
9,19,983.35,0,31.950000000000003,2023-07-16 19:00:00+00:00
9,20,983.5500000000001,0,30.3,2023-07-16 20:00:00+00:00
9,21,983.6,0,28.485714285714288,2023-07-16 21:00:00+00:00
10,22,983.7285714285715,0,27.657142857142855,2023-07-16 22:00:00+00:00
10,23,984.0999999999999,0,27.599999999999998,2023-07-16 23:00:00+00:00
10,0,984.0,0,26.75,2023-07-17 00:00:00+00:00
10,1,983.4500000000002,0,26.5,2023-07-17 01:00:00+00:00
10,2,983.35,0,24.0,2023-07-17 02:00:00+00:00
10,3,983.6142857142858,0,21.24285714285714,2023-07-17 03:00:00+00:00
11,4,983.8142857142857,0,20.914285714285715,2023-07-17 04:00:00+00:00
11,5,983.8499999999999,0,20.549999999999997,2023-07-17 05:00:00+00:00
14,6,983.8857142857142,1,21.471428571428568,2023-07-17 06:00:00+00:00
16,7,984.2222222222222,1,24.955555555555556,2023-07-17 07:00:00+00:00
21,8,984.4857142857143,1,27.8,2023-07-17 08:00:00+00:00
19,9,984.6555555555556,1,30.733333333333334,2023-07-17 09:00:00+00:00
20,10,985.2000000000002,1,33.077777777777776,2023-07-17 10:00:00+00:00
21,11,985.3857142857142,1,34.65714285714286,2023-07-17 11:00:00+00:00
21,12,985.1500000000001,1,35.8,2023-07-17 12:00:00+00:00
21,13,985.0222222222224,1,36.02222222222222,2023-07-17 13:00:00+00:00
20,14,985.2875,1,32.875,2023-07-17 14:00:00+00:00
20,15,986.35,1,28.9,2023-07-17 15:00:00+00:00
21,16,985.8000000000001,1,29.733333333333334,2023-07-17 16:00:00+00:00
19,17,985.5714285714286,1,29.185714285714283,2023-07-17 17:00:00+00:00
21,18,985.7714285714285,1,28.185714285714283,2023-07-17 18:00:00+00:00
18,19,986.35,0,28.0,2023-07-17 19:00:00+00:00
17,20,986.5500000000001,0,26.700000000000003,2023-07-17 20:00:00+00:00
16,21,985.9499999999999,0,25.950000000000003,2023-07-17 21:00:00+00:00
15,22,986.1285714285714,0,25.985714285714288,2023-07-17 22:00:00+00:00
14,23,986.5499999999998,0,25.899999999999995,2023-07-17 23:00:00+00:00
14,0,987.15,0,25.5,2023-07-18 00:00:00+00:00
14,1,988.0142857142857,0,25.157142857142855,2023-07-18 01:00:00+00:00
15,2,987.8499999999999,0,25.25,2023-07-18 02:00:00+00:00
15,3,987.4499999999999,0,24.8,2023-07-18 03:00:00+00:00
15,4,987.6,0,24.05,2023-07-18 04:00:00+00:00
16,5,987.6555555555556,0,23.744444444444444,2023-07-18 05:00:00+00:00
20,6,987.9222222222223,1,24.633333333333333,2023-07-18 06:00:00+00:00
14,7,988.7,1,26.1,2023-07-18 07:00:00+00:00
15,8,989.25,1,26.649999999999995,2023-07-18 08:00:00+00:00
16,9,989.2142857142857,1,27.457142857142856,2023-07-18 09:00:00+00:00
15,10,989.0999999999999,1,28.37777777777778,2023-07-18 10:00:00+00:00
14,11,988.8000000000001,1,29.5,2023-07-18 11:00:00+00:00
13,12,988.25,1,30.9625,2023-07-18 12:00:00+00:00
15,13,987.5,1,31.572727272727274,2023-07-18 13:00:00+00:00
13,14,986.5200000000001,1,32.1,2023-07-18 14:00:00+00:00
17,15,985.6,1,32.190909090909095,2023-07-18 15:00:00+00:00
13,16,984.95,1,31.700000000000003,2023-07-18 16:00:00+00:00
12,17,985.0,1,31.349999999999998,2023-07-18 17:00:00+00:00
12,18,986.4000000000001,1,28.399999999999995,2023-07-18 18:00:00+00:00
12,19,986.1,0,22.2,2023-07-18 19:00:00+00:00
12,20,983.9000000000001,0,19.650000000000002,2023-07-18 20:00:00+00:00
9,21,983.3714285714286,0,21.67142857142857,2023-07-18 21:00:00+00:00
4,22,983.4111111111112,0,22.12222222222222,2023-07-18 22:00:00+00:00
10,23,983.1999999999999,0,22.099999999999998,2023-07-18 23:00:00+00:00
12,0,982.6,0,21.450000000000003,2023-07-19 00:00:00+00:00
15,1,982.2285714285715,0,19.928571428571427,2023-07-19 01:00:00+00:00
17,2,982.25,0,19.2,2023-07-19 02:00:00+00:00
20,3,982.2285714285715,0,18.74285714285714,2023-07-19 03:00:00+00:00
21,4,981.842857142857,0,19.914285714285715,2023-07-19 04:00:00+00:00
21,5,981.0375,0,23.0875,2023-07-19 05:00:00+00:00
20,6,980.95,1,22.6,2023-07-19 06:00:00+00:00
21,7,981.5,1,22.6,2023-07-19 07:00:00+00:00
19,8,981.5,1,25.15,2023-07-19 08:00:00+00:00
19,9,981.0200000000001,1,26.880000000000003,2023-07-19 09:00:00+00:00
20,10,981.3777777777777,1,28.166666666666668,2023-07-19 10:00:00+00:00
20,11,981.2571428571429,1,29.014285714285712,2023-07-19 11:00:00+00:00
19,12,980.9,1,31.45,2023-07-19 12:00:00+00:00
19,13,980.9111111111112,1,34.0,2023-07-19 13:00:00+00:00
19,14,980.6999999999999,1,33.285714285714285,2023-07-19 14:00:00+00:00
20,15,980.1857142857143,1,29.342857142857145,2023-07-19 15:00:00+00:00
18,16,980.0444444444444,1,25.444444444444443,2023-07-19 16:00:00+00:00
16,17,979.8799999999999,1,24.84,2023-07-19 17:00:00+00:00
17,18,979.5,1,26.049999999999997,2023-07-19 18:00:00+00:00
16,19,979.1857142857143,0,25.642857142857142,2023-07-19 19:00:00+00:00
14,20,979.2285714285715,0,25.3,2023-07-19 20:00:00+00:00
16,21,979.2714285714285,0,24.3,2023-07-19 21:00:00+00:00
12,22,978.9000000000001,0,22.45,2023-07-19 22:00:00+00:00
11,23,978.6500000000001,0,21.25,2023-07-19 23:00:00+00:00
11,0,978.6,0,21.142857142857142,2023-07-20 00:00:00+00:00
12,1,978.9499999999999,0,21.5,2023-07-20 01:00:00+00:00
12,2,979.0999999999999,0,21.55,2023-07-20 02:00:00+00:00
13,3,979.2428571428571,0,21.185714285714287,2023-07-20 03:00:00+00:00
13,4,979.6142857142858,0,21.042857142857144,2023-07-20 04:00:00+00:00
15,5,979.3875,0,20.5625,2023-07-20 05:00:00+00:00
19,6,979.6,1,21.15,2023-07-20 06:00:00+00:00
20,7,980.15,1,22.9,2023-07-20 07:00:00+00:00
21,8,980.5499999999998,1,24.8,2023-07-20 08:00:00+00:00
19,9,980.95,1,26.2,2023-07-20 09:00:00+00:00
13,10,981.025,1,26.975,2023-07-20 10:00:00+00:00
11,11,980.9545454545455,1,28.145454545454548,2023-07-20 11:00:00+00:00
11,12,980.8888888888889,1,29.21111111111111,2023-07-20 12:00:00+00:00
12,13,980.4,1,29.25,2023-07-20 13:00:00+00:00
11,14,980.0428571428572,1,29.142857142857142,2023-07-20 14:00:00+00:00
11,15,979.9714285714286,1,29.171428571428574,2023-07-20 15:00:00+00:00
12,16,980.1,1,25.2,2023-07-20 16:00:00+00:00
10,17,980.4499999999999,1,22.25,2023-07-20 17:00:00+00:00
10,18,980.4499999999999,1,22.849999999999998,2023-07-20 18:00:00+00:00
11,19,980.55,0,22.4,2023-07-20 19:00:00+00:00
9,20,981.0428571428572,0,21.571428571428573,2023-07-20 20:00:00+00:00
4,21,981.5571428571428,0,21.314285714285713,2023-07-20 21:00:00+00:00
7,22,981.7714285714285,0,21.285714285714285,2023-07-20 22:00:00+00:00
11,23,981.5500000000001,0,21.3,2023-07-20 23:00:00+00:00
11,0,981.5500000000001,0,21.349999999999998,2023-07-21 00:00:00+00:00
11,1,981.35,0,21.3,2023-07-21 01:00:00+00:00
11,2,981.0500000000001,0,21.1,2023-07-21 02:00:00+00:00
12,3,980.9571428571428,0,21.057142857142857,2023-07-21 03:00:00+00:00
13,4,980.9,0,21.150000000000002,2023-07-21 04:00:00+00:00
13,5,980.7857142857143,0,21.014285714285712,2023-07-21 05:00:00+00:00
19,6,980.65,1,20.85,2023-07-21 06:00:00+00:00
20,7,980.1999999999999,1,21.24285714285714,2023-07-21 07:00:00+00:00
21,8,980.0714285714286,1,21.728571428571428,2023-07-21 08:00:00+00:00
17,9,980.4399999999999,1,21.779999999999998,2023-07-21 09:00:00+00:00
16,10,980.5625,1,22.0375,2023-07-21 10:00:00+00:00
15,11,980.35,1,23.25,2023-07-21 11:00:00+00:00
15,12,980.0222222222224,1,24.077777777777776,2023-07-21 12:00:00+00:00
15,13,979.3,1,25.75,2023-07-21 13:00:00+00:00
9,14,978.3,1,26.799999999999997,2023-07-21 14:00:00+00:00
8,15,977.6999999999999,1,25.75,2023-07-21 15:00:00+00:00
8,16,977.6,1,24.1625,2023-07-21 16:00:00+00:00
8,17,978.4571428571428,1,22.314285714285717,2023-07-21 17:00:00+00:00
10,18,978.5,1,22.25,2023-07-21 18:00:00+00:00
10,19,978.157142857143,0,22.957142857142856,2023-07-21 19:00:00+00:00
10,20,978.4857142857143,0,22.314285714285713,2023-07-21 20:00:00+00:00
10,21,979.5714285714286,0,20.885714285714283,2023-07-21 21:00:00+00:00
11,22,979.75,0,19.55,2023-07-21 22:00:00+00:00
11,23,979.8,0,18.0,2023-07-21 23:00:00+00:00
8,0,980.4428571428572,0,17.82857142857143,2023-07-22 00:00:00+00:00
8,1,980.6999999999999,0,17.599999999999998,2023-07-22 01:00:00+00:00
7,2,980.8000000000001,0,17.25,2023-07-22 02:00:00+00:00
6,3,981.2142857142857,0,17.014285714285716,2023-07-22 03:00:00+00:00
6,4,981.6999999999999,0,16.7,2023-07-22 04:00:00+00:00
7,5,982.1,0,16.485714285714288,2023-07-22 05:00:00+00:00
8,6,982.5,1,17.428571428571427,2023-07-22 06:00:00+00:00
7,7,983.0,1,19.45,2023-07-22 07:00:00+00:00
8,8,983.7625,1,21.325,2023-07-22 08:00:00+00:00
6,9,984.3,1,22.22,2023-07-22 09:00:00+00:00
4,10,984.5333333333333,1,23.1,2023-07-22 10:00:00+00:00
5,11,984.5,1,24.200000000000003,2023-07-22 11:00:00+00:00
1,12,984.55,1,25.3,2023-07-22 12:00:00+00:00
0,13,984.35,1,25.3,2023-07-22 13:00:00+00:00
1,14,983.8,1,24.5,2023-07-22 14:00:00+00:00
1,15,983.0500000000001,1,23.849999999999998,2023-07-22 15:00:00+00:00
1,16,982.5500000000001,1,23.5,2023-07-22 16:00:00+00:00
1,17,982.64,1,22.44,2023-07-22 17:00:00+00:00
2,18,983.35,1,20.8,2023-07-22 18:00:00+00:00
0,19,983.9571428571428,0,20.17142857142857,2023-07-22 19:00:00+00:00
0,20,984.4,0,20.2,2023-07-22 20:00:00+00:00
2,21,984.85,0,20.2,2023-07-22 21:00:00+00:00
1,22,985.35,0,19.5125,2023-07-22 22:00:00+00:00
2,23,985.6,0,18.25,2023-07-22 23:00:00+00:00
3,0,985.6857142857143,0,17.67142857142857,2023-07-23 00:00:00+00:00
4,1,985.75,0,17.0,2023-07-23 01:00:00+00:00
4,2,985.4000000000001,0,16.45,2023-07-23 02:00:00+00:00
3,3,984.8714285714286,0,16.114285714285714,2023-07-23 03:00:00+00:00
3,4,984.75,0,16.099999999999998,2023-07-23 04:00:00+00:00
3,5,984.6285714285714,0,15.72857142857143,2023-07-23 05:00:00+00:00
2,6,984.8000000000001,1,15.4,2023-07-23 06:00:00+00:00
3,7,985.76,1,16.46,2023-07-23 07:00:00+00:00
3,8,985.9714285714286,1,18.585714285714285,2023-07-23 08:00:00+00:00
7,9,986.0285714285714,1,21.12857142857143,2023-07-23 09:00:00+00:00
12,10,986.05,1,23.549999999999997,2023-07-23 10:00:00+00:00
11,11,985.5444444444444,1,25.477777777777774,2023-07-23 11:00:00+00:00
15,12,984.9285714285714,1,26.285714285714285,2023-07-23 12:00:00+00:00
13,13,984.5333333333333,1,27.51111111111111,2023-07-23 13:00:00+00:00
12,14,983.775,1,29.3375,2023-07-23 14:00:00+00:00
12,15,983.1600000000001,1,30.3,2023-07-23 15:00:00+00:00
14,16,982.65,1,30.85,2023-07-23 16:00:00+00:00
12,17,982.0428571428572,1,30.685714285714287,2023-07-23 17:00:00+00:00
14,18,981.4777777777776,1,29.71111111111111,2023-07-23 18:00:00+00:00
13,19,981.4142857142857,0,28.599999999999998,2023-07-23 19:00:00+00:00
13,20,981.3875,0,27.8125,2023-07-23 20:00:00+00:00
16,21,981.5111111111112,0,26.11111111111111,2023-07-23 21:00:00+00:00
16,22,981.811111111111,0,23.311111111111114,2023-07-23 22:00:00+00:00
13,23,981.7428571428571,0,21.114285714285717,2023-07-23 23:00:00+00:00
14,0,981.6999999999999,0,20.95,2023-07-24 00:00:00+00:00
14,1,981.78,0,20.96,2023-07-24 01:00:00+00:00
14,2,981.65,0,21.099999999999998,2023-07-24 02:00:00+00:00
14,3,981.1714285714286,0,20.8,2023-07-24 03:00:00+00:00
13,4,980.85,0,20.150000000000002,2023-07-24 04:00:00+00:00
13,5,980.45,0,19.55,2023-07-24 05:00:00+00:00
14,6,980.1500000000001,1,19.700000000000003,2023-07-24 06:00:00+00:00
18,7,980.05,1,20.7,2023-07-24 07:00:00+00:00
19,8,980.24,1,23.16,2023-07-24 08:00:00+00:00
20,9,980.1777777777778,1,25.866666666666664,2023-07-24 09:00:00+00:00
19,10,979.6222222222223,1,29.58888888888889,2023-07-24 10:00:00+00:00
18,11,979.0363636363636,1,31.6,2023-07-24 11:00:00+00:00
16,12,978.0,1,32.85454545454545,2023-07-24 12:00:00+00:00
17,13,977.6,1,32.2,2023-07-24 13:00:00+00:00
14,14,977.25,1,30.7,2023-07-24 14:00:00+00:00
15,15,976.2666666666667,1,31.066666666666663,2023-07-24 15:00:00+00:00
16,16,975.5999999999999,1,31.166666666666668,2023-07-24 16:00:00+00:00
20,17,975.5111111111112,1,30.22222222222222,2023-07-24 17:00:00+00:00
18,18,974.9714285714286,1,29.02857142857143,2023-07-24 18:00:00+00:00
17,19,974.6727272727272,0,28.727272727272727,2023-07-24 19:00:00+00:00
20,20,974.75,0,28.3625,2023-07-24 20:00:00+00:00
21,21,974.5,0,26.7,2023-07-24 21:00:00+00:00
22,22,975.4,0,24.149999999999995,2023-07-24 22:00:00+00:00
22,23,976.0499999999998,0,22.049999999999997,2023-07-24 23:00:00+00:00
22,0,975.5,0,22.299999999999997,2023-07-25 00:00:00+00:00
22,1,975.0200000000001,0,20.979999999999997,2023-07-25 01:00:00+00:00
22,2,974.4499999999999,0,20.150000000000002,2023-07-25 02:00:00+00:00
21,3,973.8000000000001,0,20.0,2023-07-25 03:00:00+00:00
20,4,973.7875,0,19.0875,2023-07-25 04:00:00+00:00
20,5,973.2888888888889,0,18.844444444444445,2023-07-25 05:00:00+00:00
20,6,973.0,1,19.5,2023-07-25 06:00:00+00:00
20,7,972.2000000000002,1,20.45,2023-07-25 07:00:00+00:00
20,8,971.7714285714286,1,20.47142857142857,2023-07-25 08:00:00+00:00
18,9,972.45,1,19.7,2023-07-25 09:00:00+00:00
16,10,972.5714285714286,1,20.0,2023-07-25 10:00:00+00:00
21,11,972.6857142857143,1,21.257142857142856,2023-07-25 11:00:00+00:00
20,12,972.2125,1,21.7125,2023-07-25 12:00:00+00:00
14,13,973.1111111111111,1,21.066666666666666,2023-07-25 13:00:00+00:00
20,14,973.6125,1,21.0375,2023-07-25 14:00:00+00:00
20,15,972.3444444444444,1,23.07777777777778,2023-07-25 15:00:00+00:00
20,16,972.05,1,24.55,2023-07-25 16:00:00+00:00
15,17,971.5,1,24.8,2023-07-25 17:00:00+00:00
19,18,970.9000000000001,1,24.200000000000003,2023-07-25 18:00:00+00:00
17,19,971.0,0,23.700000000000003,2023-07-25 19:00:00+00:00
16,20,971.6999999999999,0,23.285714285714285,2023-07-25 20:00:00+00:00
13,21,972.5,0,20.6,2023-07-25 21:00:00+00:00
13,22,972.9857142857144,0,18.62857142857143,2023-07-25 22:00:00+00:00
11,23,973.2428571428571,0,18.071428571428573,2023-07-25 23:00:00+00:00
14,0,973.5857142857142,0,18.242857142857144,2023-07-26 00:00:00+00:00
21,1,973.3285714285714,0,17.9,2023-07-26 01:00:00+00:00
22,2,973.5,0,16.849999999999998,2023-07-26 02:00:00+00:00
21,3,974.1999999999999,0,16.05,2023-07-26 03:00:00+00:00
21,4,974.3000000000001,0,15.600000000000001,2023-07-26 04:00:00+00:00
20,5,974.7285714285715,0,15.071428571428571,2023-07-26 05:00:00+00:00
18,6,975.25,1,14.8,2023-07-26 06:00:00+00:00
19,7,975.85,1,15.65,2023-07-26 07:00:00+00:00
20,8,976.25,1,16.55,2023-07-26 08:00:00+00:00
18,9,977.1333333333334,1,17.099999999999998,2023-07-26 09:00:00+00:00
18,10,977.9,1,17.65,2023-07-26 10:00:00+00:00
20,11,978.3375,1,18.425,2023-07-26 11:00:00+00:00
18,12,978.5333333333333,1,18.9,2023-07-26 12:00:00+00:00
14,13,978.6428571428571,1,18.74285714285714,2023-07-26 13:00:00+00:00
12,14,978.55,1,19.1,2023-07-26 14:00:00+00:00
13,15,978.68,1,19.619999999999997,2023-07-26 15:00:00+00:00
15,16,978.85,1,19.65,2023-07-26 16:00:00+00:00
5,17,979.0777777777777,1,19.08888888888889,2023-07-26 17:00:00+00:00
2,18,979.7444444444445,1,18.033333333333335,2023-07-26 18:00:00+00:00
2,19,980.6,0,17.6,2023-07-26 19:00:00+00:00
5,20,981.35,0,16.9,2023-07-26 20:00:00+00:00
4,21,981.7333333333333,0,14.944444444444445,2023-07-26 21:00:00+00:00
1,22,982.3571428571429,0,12.985714285714286,2023-07-26 22:00:00+00:00
1,23,982.6600000000001,0,12.76,2023-07-26 23:00:00+00:00
1,0,983.0,0,12.450000000000001,2023-07-27 00:00:00+00:00
2,1,983.6999999999999,0,11.4,2023-07-27 01:00:00+00:00
2,2,983.75,0,10.549999999999999,2023-07-27 02:00:00+00:00
2,3,983.6142857142858,0,10.028571428571428,2023-07-27 03:00:00+00:00
4,4,983.5500000000001,0,9.75,2023-07-27 04:00:00+00:00
6,5,983.5714285714286,0,9.6,2023-07-27 05:00:00+00:00
8,6,983.7555555555555,1,10.655555555555557,2023-07-27 06:00:00+00:00
10,7,984.1555555555556,1,13.233333333333333,2023-07-27 07:00:00+00:00
11,8,984.4714285714286,1,16.214285714285715,2023-07-27 08:00:00+00:00
13,9,984.26,1,18.1,2023-07-27 09:00:00+00:00
12,10,984.05,1,19.85,2023-07-27 10:00:00+00:00
12,11,983.7636363636364,1,21.08181818181818,2023-07-27 11:00:00+00:00
7,12,983.2666666666667,1,22.233333333333334,2023-07-27 12:00:00+00:00
5,13,982.65,1,22.45,2023-07-27 13:00:00+00:00
6,14,981.9818181818181,1,21.900000000000002,2023-07-27 14:00:00+00:00
11,15,981.5600000000001,1,21.46,2023-07-27 15:00:00+00:00
13,16,981.1444444444444,1,21.522222222222222,2023-07-27 16:00:00+00:00
16,17,980.4,1,21.17142857142857,2023-07-27 17:00:00+00:00
12,18,980.0555555555555,1,21.0,2023-07-27 18:00:00+00:00
11,19,979.75,0,20.55,2023-07-27 19:00:00+00:00
6,20,979.6727272727272,0,19.55454545454546,2023-07-27 20:00:00+00:00
2,21,979.9000000000001,0,17.433333333333334,2023-07-27 21:00:00+00:00
6,22,979.8571428571429,0,15.928571428571429,2023-07-27 22:00:00+00:00
5,23,979.5714285714286,0,15.357142857142858,2023-07-27 23:00:00+00:00
6,0,979.4499999999999,0,15.0,2023-07-28 00:00:00+00:00
6,1,979.5500000000001,0,15.0,2023-07-28 01:00:00+00:00
6,2,979.5500000000001,0,15.299999999999999,2023-07-28 02:00:00+00:00
5,3,979.5,0,14.985714285714286,2023-07-28 03:00:00+00:00
4,4,979.157142857143,0,13.914285714285715,2023-07-28 04:00:00+00:00
4,5,978.9888888888888,0,13.133333333333333,2023-07-28 05:00:00+00:00
4,6,979.025,1,13.475,2023-07-28 06:00:00+00:00
6,7,978.75,1,15.5,2023-07-28 07:00:00+00:00
7,8,979.2,1,17.65,2023-07-28 08:00:00+00:00
13,9,980.05,1,20.9,2023-07-28 09:00:00+00:00
10,10,980.2888888888889,1,23.922222222222224,2023-07-28 10:00:00+00:00
8,11,979.9,1,27.299999999999997,2023-07-28 11:00:00+00:00
7,12,979.1818181818181,1,29.38181818181818,2023-07-28 12:00:00+00:00
14,13,979.15,1,31.299999999999997,2023-07-28 13:00:00+00:00
16,14,979.1285714285714,1,32.01428571428571,2023-07-28 14:00:00+00:00
14,15,978.9000000000001,1,31.333333333333332,2023-07-28 15:00:00+00:00
16,16,978.4714285714286,1,31.24285714285714,2023-07-28 16:00:00+00:00
12,17,977.6,1,30.7,2023-07-28 17:00:00+00:00
5,18,977.5090909090909,1,30.136363636363637,2023-07-28 18:00:00+00:00
5,19,978.2,0,27.6,2023-07-28 19:00:00+00:00
8,20,979.2142857142857,0,24.228571428571428,2023-07-28 20:00:00+00:00
15,21,980.3,0,22.2,2023-07-28 21:00:00+00:00
14,22,980.8142857142857,0,21.82857142857143,2023-07-28 22:00:00+00:00
14,23,980.6,0,21.74285714285714,2023-07-28 23:00:00+00:00
14,0,980.2571428571429,0,21.228571428571428,2023-07-29 00:00:00+00:00
14,1,980.5999999999999,0,20.3,2023-07-29 01:00:00+00:00
13,2,980.8000000000001,0,19.400000000000002,2023-07-29 02:00:00+00:00
13,3,980.4714285714286,0,19.228571428571428,2023-07-29 03:00:00+00:00
12,4,980.3,0,19.285714285714285,2023-07-29 04:00:00+00:00
10,5,980.3,0,19.4,2023-07-29 05:00:00+00:00
8,6,980.4875,1,20.475,2023-07-29 06:00:00+00:00
10,7,981.2666666666667,1,21.666666666666668,2023-07-29 07:00:00+00:00
15,8,981.6,1,22.7125,2023-07-29 08:00:00+00:00
18,9,981.7,1,25.0,2023-07-29 09:00:00+00:00
16,10,981.5,1,27.4,2023-07-29 10:00:00+00:00
17,11,981.0363636363636,1,28.972727272727273,2023-07-29 11:00:00+00:00
20,12,980.811111111111,1,30.311111111111114,2023-07-29 12:00:00+00:00
21,13,980.2,1,30.95,2023-07-29 13:00:00+00:00
17,14,979.811111111111,1,30.41111111111111,2023-07-29 14:00:00+00:00
11,15,979.5333333333333,1,30.188888888888886,2023-07-29 15:00:00+00:00
12,16,979.0571428571428,1,29.928571428571427,2023-07-29 16:00:00+00:00
12,17,978.6181818181817,1,29.481818181818184,2023-07-29 17:00:00+00:00
20,18,978.4,1,28.85,2023-07-29 18:00:00+00:00
18,19,978.5200000000001,0,28.2,2023-07-29 19:00:00+00:00
11,20,979.1,0,26.150000000000002,2023-07-29 20:00:00+00:00
12,21,979.5555555555555,0,23.58888888888889,2023-07-29 21:00:00+00:00
8,22,979.7714285714285,0,22.314285714285713,2023-07-29 22:00:00+00:00
9,23,980.15,0,22.450000000000003,2023-07-29 23:00:00+00:00
11,0,980.3857142857142,0,22.842857142857145,2023-07-30 00:00:00+00:00
12,1,980.9499999999999,0,22.650000000000002,2023-07-30 01:00:00+00:00
12,2,981.3499999999999,0,22.349999999999998,2023-07-30 02:00:00+00:00
12,3,981.1999999999999,0,21.599999999999998,2023-07-30 03:00:00+00:00
11,4,980.8000000000001,0,21.0,2023-07-30 04:00:00+00:00
11,5,980.6999999999999,0,20.7,2023-07-30 05:00:00+00:00
9,6,981.0999999999999,1,20.549999999999997,2023-07-30 06:00:00+00:00
11,7,980.842857142857,1,20.74285714285714,2023-07-30 07:00:00+00:00
13,8,981.1,1,21.25,2023-07-30 08:00:00+00:00
13,9,981.4714285714286,1,22.87142857142857,2023-07-30 09:00:00+00:00
11,10,981.4714285714286,1,24.585714285714285,2023-07-30 10:00:00+00:00
