,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
3076,2023-07-13 19:42:40+00:00,5.463367024694622,91,16.7,8.333395523540817,100.0,1.2,5.008765498403212e+129,22,15
3070,2023-07-13 19:52:45+00:00,5.463367024694622,91,16.7,8.333395523540817,100.0,1.2,5.008765498403212e+129,22,15
3074,2023-07-13 20:02:51+00:00,5.463367024694622,91,16.7,8.333395523540817,100.0,1.2,5.008765498403212e+129,22,15
3073,2023-07-13 20:12:56+00:00,5.463367024694622,91,16.7,8.333395523540817,100.0,1.2,5.008765498403212e+129,22,15
3075,2023-07-13 20:23:04+00:00,5.463367024694622,91,16.7,8.333395523540817,100.0,1.4369999999999998,5.008765498403212e+129,22,16
3080,2023-07-13 20:33:09+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,16
3082,2023-07-13 20:43:14+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,16
3081,2023-07-13 20:53:19+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,16
3083,2023-07-13 21:03:24+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,16
3079,2023-07-13 21:13:31+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,15
3077,2023-07-13 21:16:18+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.871000000000001,5.259920666964962e+129,22,16
3078,2023-07-13 21:23:38+00:00,5.463367024694622,88,16.1,8.302094081801906,90.0,2.9,5.259920666964962e+129,22,16
3089,2023-07-13 21:33:44+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.9,5.190228757322012e+129,22,16
3088,2023-07-13 21:43:51+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.9,5.190228757322012e+129,22,17
3087,2023-07-13 21:53:56+00:00,5.514348649282298,82,15.3,7.921375833868765,81.0,0.9,5.190228757322012e+129,22,17
3090,2023-07-13 22:04:01+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.9,5.190228757322012e+129,22,17
3085,2023-07-13 22:07:09+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.9,5.190228757322012e+129,22,16
3084,2023-07-13 22:14:09+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.8910000000000008,5.190228757322012e+129,22,17
3086,2023-07-13 22:24:14+00:00,5.51591765986469,82,15.3,7.921375833868765,81.0,0.8910000000000008,5.190228757322012e+129,22,17
3091,2023-07-13 22:34:19+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.0,5.1671992690429424e+129,22,17
3092,2023-07-13 22:44:25+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.0,5.1671992690429424e+129,22,16
3093,2023-07-13 22:54:30+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.0,5.1671992690429424e+129,22,16
3094,2023-07-13 23:04:36+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.0,5.1671992690429424e+129,22,16
3096,2023-07-13 23:14:41+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.0,5.1671992690429424e+129,22,16
3095,2023-07-13 23:24:46+00:00,5.5333202230257035,75,14.0,7.953472868452981,71.0,0.001,5.1671992690429424e+129,22,16
3097,2023-07-13 23:34:51+00:00,5.602028872062872,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3098,2023-07-13 23:44:56+00:00,5.60237193908137,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3099,2023-07-13 23:55:02+00:00,5.60237193908137,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3100,2023-07-14 00:05:07+00:00,5.60237193908137,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3101,2023-07-14 00:15:12+00:00,5.60237193908137,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3102,2023-07-14 00:25:18+00:00,5.60237193908137,72,13.7,8.04935166932358,47.0,0.0,5.0987083024631424e+129,22,16
3106,2023-07-14 00:35:23+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3107,2023-07-14 00:45:28+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3108,2023-07-14 00:55:33+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3104,2023-07-14 01:05:38+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3105,2023-07-14 01:15:43+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3103,2023-07-14 01:25:49+00:00,5.5333202230257035,75,13.9,7.921375833868765,24.0,0.0,5.121439463732743e+129,22,16
3113,2023-07-14 01:31:36+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3112,2023-07-14 01:40:39+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3114,2023-07-14 01:50:44+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3111,2023-07-14 02:00:49+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3110,2023-07-14 02:10:54+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3109,2023-07-14 02:20:59+00:00,5.56795683086913,73,13.8,8.04935166932358,0.0,0.0,5.121439463732743e+129,22,16
3117,2023-07-14 02:31:04+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3119,2023-07-14 02:41:09+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3118,2023-07-14 02:51:14+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3120,2023-07-14 03:01:20+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3116,2023-07-14 03:11:25+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3115,2023-07-14 03:21:30+00:00,5.392480254390758,78,13.8,7.85697243293977,0.0,0.0,5.0987083024631424e+129,22,16
3123,2023-07-14 03:31:35+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,16
3121,2023-07-14 03:41:40+00:00,5.17386816249822,83,13.7,7.497577362497966,0.71,0.0,5.1442696455111786e+129,22,16
3128,2023-07-14 03:49:08+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,16
3124,2023-07-14 03:51:45+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,16
3122,2023-07-14 03:59:22+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,15
3126,2023-07-14 04:01:51+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,15
3127,2023-07-14 04:11:56+00:00,5.17386816249822,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,15
3125,2023-07-14 04:22:01+00:00,5.167909965291539,83,13.7,7.497577362497966,0.0,0.0,5.1442696455111786e+129,22,15
3134,2023-07-14 04:32:06+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,15
3133,2023-07-14 04:42:11+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,15
3136,2023-07-14 04:49:14+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,16
3132,2023-07-14 04:52:18+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,16
3131,2023-07-14 05:03:22+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,17
3129,2023-07-14 05:04:33+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,18
3130,2023-07-14 05:12:30+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,18
3135,2023-07-14 05:22:37+00:00,5.266078612575596,80,13.5,7.563592785754418,0.0,0.0,5.2133585350983464e+129,22,19
3142,2023-07-14 05:32:42+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,19
3144,2023-07-14 05:43:28+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,21
3140,2023-07-14 05:47:37+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,22
3141,2023-07-14 05:52:58+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,22
3138,2023-07-14 06:03:03+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,22
3143,2023-07-14 06:07:19+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,21
3137,2023-07-14 06:13:13+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,20
3139,2023-07-14 06:23:18+00:00,5.33868214971955,78,13.5,7.629304419755043,0.0,0.0,5.283353879399802e+129,22,20
3150,2023-07-14 06:33:36+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,22
3149,2023-07-14 06:43:31+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,22
3151,2023-07-14 06:53:36+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,20
3147,2023-07-14 07:03:42+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,19
3148,2023-07-14 07:13:47+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,19
3146,2023-07-14 07:23:52+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,19
3145,2023-07-14 07:26:57+00:00,5.5333202230257035,76,14.2,8.04935166932358,0.0,0.0,5.354267290256578e+129,22,19
3152,2023-07-14 07:33:57+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,19
3156,2023-07-14 07:44:04+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,18
3157,2023-07-14 07:54:09+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,18
3158,2023-07-14 08:04:16+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,19
3155,2023-07-14 08:06:40+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,19
3154,2023-07-14 08:14:24+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,19
3153,2023-07-14 08:24:29+00:00,5.804413536360338,75,15.5,8.795576888860685,0.0,0.0,5.523368492118158e+129,22,19
3162,2023-07-14 08:37:11+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,20
3159,2023-07-14 08:44:25+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,21
3161,2023-07-14 08:44:41+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,21
3160,2023-07-14 08:55:49+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,21
3166,2023-07-14 09:00:02+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,22
3165,2023-07-14 09:04:53+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,22
3163,2023-07-14 09:14:58+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,22
3164,2023-07-14 09:25:03+00:00,6.047039296222384,75,17.0,9.595957104266649,0.0,0.0,5.523368492118158e+129,22,22
3171,2023-07-14 09:35:08+00:00,6.310092409281694,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,22
3167,2023-07-14 09:45:13+00:00,6.310092409281694,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,22
3172,2023-07-14 09:57:46+00:00,6.310092409281694,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,20
3173,2023-07-14 10:00:53+00:00,6.311302614733495,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,21
3170,2023-07-14 10:07:34+00:00,6.311302614733495,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,22
3168,2023-07-14 10:15:29+00:00,6.310092409281694,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,22
3169,2023-07-14 10:29:18+00:00,6.310092409281694,62,15.6,10.053302392336393,0.0,0.0,5.523368492118158e+129,22,21
3182,2023-07-14 10:33:08+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,22
3181,2023-07-14 10:35:40+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,22
3179,2023-07-14 10:45:45+00:00,6.474213983325813,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,22
3178,2023-07-14 10:50:14+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,21
3180,2023-07-14 10:58:42+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,20
3177,2023-07-14 11:06:04+00:00,6.47671522132793,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,21
3176,2023-07-14 11:10:00+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,20
3175,2023-07-14 11:16:03+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,19
3174,2023-07-14 11:27:00+00:00,6.474213983325807,56,15.1,10.554413095880877,0.0,0.0,5.426110524663568e+129,22,20
3190,2023-07-14 11:36:15+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,20
3189,2023-07-14 11:43:47+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,21
3188,2023-07-14 11:47:56+00:00,6.620036971189566,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,19
3187,2023-07-14 11:57:50+00:00,6.619606008909418,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,20
3191,2023-07-14 12:02:35+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,19
3186,2023-07-14 12:08:49+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,22
3185,2023-07-14 12:13:03+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,21
3184,2023-07-14 12:16:41+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,21
3183,2023-07-14 12:29:20+00:00,6.619606008909413,51,14.5,10.58186213461648,0.0,0.0,5.354267290256578e+129,22,20
3200,2023-07-14 12:36:52+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,20
3199,2023-07-14 12:43:13+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,21
3198,2023-07-14 12:46:59+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,21
3201,2023-07-14 12:59:16+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,20
3197,2023-07-14 13:01:14+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,19
3192,2023-07-14 13:07:13+00:00,6.761603626855793,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,18
3196,2023-07-14 13:09:42+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,19
3195,2023-07-14 13:17:19+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,18
3194,2023-07-14 13:24:13+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,17
3193,2023-07-14 13:27:27+00:00,6.761603626855788,42,12.4,10.554413095880877,0.0,0.0,5.3781111365235444e+129,22,17
3207,2023-07-14 13:38:45+00:00,6.831393896716264,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,16
3206,2023-07-14 13:47:53+00:00,6.834169258324129,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,19
3209,2023-07-14 13:50:27+00:00,6.834169258324129,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,19
3205,2023-07-14 13:57:48+00:00,6.834169258324129,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,19
3202,2023-07-14 14:01:11+00:00,6.831393896716264,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,18
3203,2023-07-14 14:08:37+00:00,6.831393896716264,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,17
3204,2023-07-14 14:18:44+00:00,6.831393896716264,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,17
3208,2023-07-14 14:28:56+00:00,6.831393896716264,39,11.7,10.60927149258529,0.0,0.0,5.1671992690429424e+129,22,18
3213,2023-07-14 14:30:02+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,17
3211,2023-07-14 14:38:15+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,16
3210,2023-07-14 14:48:21+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,16
3215,2023-07-14 14:50:43+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,17
3214,2023-07-14 14:58:31+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,17
3217,2023-07-14 15:03:03+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,17
3220,2023-07-14 15:08:36+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,17
3212,2023-07-14 15:13:53+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,14
3216,2023-07-14 15:18:44+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,14
3218,2023-07-14 15:24:06+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,13
3219,2023-07-14 15:28:55+00:00,6.872895148226928,37,11.3,10.58186213461648,0.0,0.0,5.121439463732743e+129,22,14
3230,2023-07-14 15:32:17+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,13
3229,2023-07-14 15:38:57+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,13
3228,2023-07-14 15:43:27+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,14
3227,2023-07-14 15:49:03+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,14
3226,2023-07-14 15:50:33+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,13
3231,2023-07-14 15:59:09+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,12
3225,2023-07-14 16:03:00+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,11
3224,2023-07-14 16:09:19+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,10
3223,2023-07-14 16:19:25+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,11
3222,2023-07-14 16:26:22+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,10
3221,2023-07-14 16:29:31+00:00,6.872895148226928,42,13.2,10.636641372720561,0.0,0.0,4.9643773944397004e+129,22,10
3239,2023-07-14 16:38:36+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,10
3238,2023-07-14 16:40:23+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,9
3237,2023-07-14 16:49:10+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,8
3236,2023-07-14 16:50:39+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,9
3232,2023-07-14 16:59:52+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,9
3235,2023-07-14 17:07:27+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,8
3234,2023-07-14 17:09:58+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,8
3233,2023-07-14 17:20:03+00:00,6.9004103161948676,42,13.3,10.471825838616319,0.0,0.0,4.790637403903597e+129,22,8
3248,2023-07-14 17:32:27+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,8
3247,2023-07-14 17:40:15+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,8
3246,2023-07-14 17:54:13+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,9
3245,2023-07-14 17:58:25+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,10
3249,2023-07-14 18:03:19+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,12
3244,2023-07-14 18:07:51+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,14
3241,2023-07-14 18:10:39+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,14
3240,2023-07-14 18:17:59+00:00,6.845673811464294,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,16
3243,2023-07-14 18:20:46+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,16
3242,2023-07-14 18:25:23+00:00,6.845258354010406,39,11.9,10.193868931143145,0.0,0.0,4.833506990716924e+129,22,14
3253,2023-07-14 18:30:52+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,14
3255,2023-07-14 18:35:06+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,15
3254,2023-07-14 18:40:59+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,15
3256,2023-07-14 18:51:04+00:00,6.719348254360282,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,15
3252,2023-07-14 19:01:09+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,15
3251,2023-07-14 19:13:49+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,16
3250,2023-07-14 19:21:20+00:00,6.719348254360291,46,13.6,10.16584200312448,0.0,0.0,4.769342168904965e+129,22,16
3263,2023-07-14 19:32:41+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,16
3262,2023-07-14 19:41:33+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,16
3261,2023-07-14 19:47:50+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,18
3264,2023-07-14 19:51:41+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,18
3260,2023-07-14 20:01:45+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,18
3259,2023-07-14 20:11:50+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,18
3257,2023-07-14 20:15:10+00:00,6.561868626568374,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,17
3258,2023-07-14 20:21:57+00:00,6.562013658375162,49,13.5,9.968437494448098,0.0,0.0,4.6022779777561936e+129,22,17
3265,2023-07-14 20:32:02+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,17
3269,2023-07-14 20:42:06+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,17
3270,2023-07-14 20:52:52+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,14
3267,2023-07-14 21:02:17+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,14
3268,2023-07-14 21:12:22+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,14
3266,2023-07-14 21:23:33+00:00,6.325202105362324,56,14.1,9.797495422251734,0.0,0.0,4.6228440117228294e+129,22,12
3272,2023-07-14 21:32:32+00:00,5.80441353636033,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,12
3273,2023-07-14 21:42:37+00:00,5.804413536360338,70,14.5,8.856203371393976,2.54,0.0,4.643499844425464e+129,22,11
3271,2023-07-14 21:46:14+00:00,5.804413536360338,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,12
3277,2023-07-14 21:52:43+00:00,5.804413536360338,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,12
3276,2023-07-14 22:04:18+00:00,5.804413536360338,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,13
3274,2023-07-14 22:12:56+00:00,5.804413536360338,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,13
3275,2023-07-14 22:23:01+00:00,5.804413536360338,70,14.5,8.856203371393976,0.0,0.0,4.643499844425464e+129,22,13
3283,2023-07-14 22:33:07+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,12
3282,2023-07-14 22:39:11+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,11
3281,2023-07-14 22:43:33+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,13
3284,2023-07-14 22:53:22+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,13
3280,2023-07-14 23:03:26+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,13
3278,2023-07-14 23:13:31+00:00,5.445734148546413,78,14.2,8.144622824860596,0.0,0.0,4.685082439266811e+129,22,13
