,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
10181,2023-08-21 22:13:46+00:00,5.9673202901026325,66,14.5,9.126281460334164,0.0,0.0,5.647338953730376e+129,22,0
10186,2023-08-21 22:23:51+00:00,5.9673202901026325,66,14.5,9.126281460334164,0.0,0.0,5.647338953730376e+129,22,0
10193,2023-08-21 22:33:56+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10190,2023-08-21 22:44:01+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10189,2023-08-21 22:54:06+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10188,2023-08-21 23:04:11+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10191,2023-08-21 23:14:15+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10192,2023-08-21 23:24:20+00:00,5.787857806061121,75,15.4,8.795576888860685,0.0,0.0,5.622329287653035e+129,22,0
10194,2023-08-21 23:34:25+00:00,5.771252347533072,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10195,2023-08-21 23:44:31+00:00,5.771252347533072,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10196,2023-08-21 23:54:35+00:00,5.771252347533072,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10197,2023-08-22 00:04:41+00:00,5.771252347533072,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10198,2023-08-22 00:14:46+00:00,5.771252347533072,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10199,2023-08-22 00:24:51+00:00,5.769256331813655,77,15.7,8.82591842580186,0.0,0.0,5.723022017716105e+129,22,0
10203,2023-08-22 00:34:56+00:00,5.704325143774109,83,16.5,8.82591842580186,0.0,0.0,5.572634228508374e+129,22,0
10204,2023-08-22 00:45:01+00:00,5.704325143774109,83,16.5,8.82591842580186,0.0,0.0,5.572634228508374e+129,22,0
10201,2023-08-22 00:55:06+00:00,5.704325143774109,83,16.5,8.82591842580186,0.0,0.0,5.572634228508374e+129,22,0
10202,2023-08-22 01:05:11+00:00,5.704325143774109,83,16.5,8.82591842580186,0.0,0.0,5.572634228508374e+129,22,0
10200,2023-08-22 01:15:16+00:00,5.704325143774109,83,16.5,8.82591842580186,0.0,0.0,5.572634228508374e+129,22,0
10209,2023-08-22 01:31:34+00:00,5.635887449237612,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10208,2023-08-22 01:40:38+00:00,5.636569285794813,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10207,2023-08-22 01:50:43+00:00,5.636569285794813,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10210,2023-08-22 02:00:47+00:00,5.636569285794813,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10206,2023-08-22 02:10:52+00:00,5.636569285794813,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10205,2023-08-22 02:20:57+00:00,5.635887449237612,83,16.2,8.643006975494778,0.0,0.0,5.572634228508374e+129,22,0
10215,2023-08-22 02:31:02+00:00,5.636569285794813,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10214,2023-08-22 02:41:07+00:00,5.636569285794813,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10216,2023-08-22 02:51:12+00:00,5.636569285794813,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10213,2023-08-22 03:01:17+00:00,5.635035033056755,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10212,2023-08-22 03:11:23+00:00,5.636569285794813,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10211,2023-08-22 03:21:28+00:00,5.636569285794813,78,15.2,8.519892727139355,0.0,0.0,5.547947922121097e+129,22,0
10218,2023-08-22 03:31:33+00:00,5.51591765986469,81,15.1,8.36463377339759,0.0,0.0,5.523368492118158e+129,22,0
10219,2023-08-22 03:41:38+00:00,5.51591765986469,81,15.1,8.36463377339759,0.0,0.0,5.523368492118158e+129,22,0
10220,2023-08-22 03:51:43+00:00,5.51591765986469,81,15.1,8.36463377339759,0.0,0.0,5.523368492118158e+129,22,0
10221,2023-08-22 04:01:48+00:00,5.51591765986469,81,15.1,8.36463377339759,0.0,0.0,5.523368492118158e+129,22,0
10217,2023-08-22 04:11:53+00:00,5.51591765986469,81,15.1,8.36463377339759,0.0,0.0,5.523368492118158e+129,22,0
10222,2023-08-22 04:24:13+00:00,5.51591765986469,81,15.1,8.36463377339759,5.78,0.0,5.523368492118158e+129,22,2
10224,2023-08-22 04:32:03+00:00,5.428574027466449,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,2
10223,2023-08-22 04:43:36+00:00,5.428042414025648,81,14.6,8.112932447853103,0.48,0.0,5.3781111365235444e+129,22,3
10225,2023-08-22 04:49:15+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,2
10226,2023-08-22 04:52:14+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,2
10227,2023-08-22 05:02:19+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,2
10229,2023-08-22 05:13:39+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,6
10228,2023-08-22 05:24:07+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,7
10230,2023-08-22 05:28:55+00:00,5.428042414025648,81,14.6,8.112932447853103,0.0,0.0,5.3781111365235444e+129,22,6
10232,2023-08-22 05:33:17+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,6
10233,2023-08-22 05:34:48+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,7
10234,2023-08-22 05:42:52+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,8
10235,2023-08-22 05:48:00+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,8
10236,2023-08-22 05:53:45+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,9
10231,2023-08-22 05:58:25+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,8
10237,2023-08-22 06:03:07+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,8
10238,2023-08-22 06:05:41+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,9
10239,2023-08-22 06:13:14+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,8
10240,2023-08-22 06:16:58+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,9
10241,2023-08-22 06:23:48+00:00,5.463367024694622,75,13.6,8.01746026477493,0.0,0.0,5.354267290256578e+129,22,9
10243,2023-08-22 06:34:24+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,8
10244,2023-08-22 06:39:23+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,9
10245,2023-08-22 06:43:36+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,9
10246,2023-08-22 06:49:14+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,10
10247,2023-08-22 06:53:42+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,9
10242,2023-08-22 06:56:51+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,8
10248,2023-08-22 07:03:53+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,10
10249,2023-08-22 07:05:11+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,9
10252,2023-08-22 07:14:00+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,8
10250,2023-08-22 07:24:06+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,10
10251,2023-08-22 07:28:58+00:00,5.374608752107976,82,14.5,8.112932447853103,0.0,0.0,5.450266950122065e+129,22,12
10254,2023-08-22 07:34:14+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,12
10255,2023-08-22 07:44:22+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,12
10256,2023-08-22 07:49:19+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,12
10257,2023-08-22 07:49:50+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,13
10253,2023-08-22 07:59:11+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,17
10262,2023-08-22 08:00:45+00:00,5.951079888910486,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,17
10258,2023-08-22 08:07:38+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,16
10259,2023-08-22 08:15:38+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,18
10260,2023-08-22 08:23:44+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,19
10261,2023-08-22 08:28:46+00:00,5.951240914354834,87,18.7,9.595957104266649,0.0,0.0,5.547947922121097e+129,22,20
10273,2023-08-22 08:32:38+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,21
10264,2023-08-22 08:39:09+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,22
10265,2023-08-22 08:43:53+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,21
10266,2023-08-22 08:45:12+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,21
10267,2023-08-22 08:51:49+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,22
10263,2023-08-22 08:59:15+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,21
10269,2023-08-22 09:00:04+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,22
10272,2023-08-22 09:06:30+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,21
10268,2023-08-22 09:19:09+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,20
10270,2023-08-22 09:24:23+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,22
10271,2023-08-22 09:25:40+00:00,6.561868626568374,70,19.1,10.827141833049467,0.0,0.0,5.597427865113596e+129,22,22
10274,2023-08-22 09:32:20+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,21
10275,2023-08-22 09:37:29+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,22
10276,2023-08-22 09:44:04+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,19
10277,2023-08-22 09:46:43+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,16
10278,2023-08-22 09:50:13+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,17
10279,2023-08-22 09:55:59+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,17
10280,2023-08-22 10:02:11+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,21
10281,2023-08-22 10:08:07+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,20
10282,2023-08-22 10:18:54+00:00,6.790172998782557,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,19
10283,2023-08-22 10:23:02+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,19
10284,2023-08-22 10:26:23+00:00,6.789614080421903,69,20.4,11.518931541603163,0.0,0.0,5.672457322845295e+129,22,18
10286,2023-08-22 10:36:29+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,17
10287,2023-08-22 10:41:12+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,16
10288,2023-08-22 10:46:35+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,16
10289,2023-08-22 10:53:55+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,18
10290,2023-08-22 10:56:41+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,18
10285,2023-08-22 11:03:31+00:00,7.050838212795506,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,18
10294,2023-08-22 11:06:48+00:00,7.050838212795506,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,18
10291,2023-08-22 11:17:59+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,17
10292,2023-08-22 11:22:43+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,16
10293,2023-08-22 11:27:02+00:00,7.049631687582705,59,19.7,11.85615131750767,0.0,0.0,5.622329287653035e+129,22,16
10299,2023-08-22 11:37:08+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,16
10296,2023-08-22 11:42:07+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,15
10297,2023-08-22 11:48:29+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,15
10298,2023-08-22 11:51:30+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,14
10304,2023-08-22 11:58:44+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,13
10295,2023-08-22 12:02:23+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,13
10300,2023-08-22 12:07:29+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,12
10303,2023-08-22 12:18:34+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,11
10301,2023-08-22 12:23:29+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,12
10302,2023-08-22 12:28:47+00:00,7.247649942046121,56,20.3,12.464879353657356,0.0,0.0,5.547947922121097e+129,22,14
10306,2023-08-22 12:32:34+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,12
10307,2023-08-22 12:37:48+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,12
10308,2023-08-22 12:44:14+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,11
10310,2023-08-22 12:47:54+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,11
10309,2023-08-22 12:52:58+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,12
10305,2023-08-22 12:58:59+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,12
10315,2023-08-22 13:02:12+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,14
10311,2023-08-22 13:08:12+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,13
10312,2023-08-22 13:18:32+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,12
10313,2023-08-22 13:22:33+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,14
10314,2023-08-22 13:29:15+00:00,7.490126951900589,47,19.1,12.762962230800113,0.0,0.0,5.4020587343665166e+129,22,13
10327,2023-08-22 13:34:15+00:00,7.651077326505078,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,13
10318,2023-08-22 13:38:50+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,12
10319,2023-08-22 13:44:05+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,13
10320,2023-08-22 13:48:47+00:00,7.651077326505078,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,12
10316,2023-08-22 13:54:20+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10321,2023-08-22 13:58:54+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10317,2023-08-22 14:01:46+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10323,2023-08-22 14:09:02+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10322,2023-08-22 14:11:13+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10324,2023-08-22 14:19:09+00:00,7.651077326505078,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,9
10325,2023-08-22 14:23:25+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,9
10326,2023-08-22 14:29:16+00:00,7.651077326505085,36,16.1,12.564687991706458,0.0,0.0,5.283353879399802e+129,22,10
10328,2023-08-22 14:30:03+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,11
10330,2023-08-22 14:39:23+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,11
10329,2023-08-22 14:43:03+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,10
10337,2023-08-22 14:52:58+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,11
10331,2023-08-22 15:04:22+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,12
10334,2023-08-22 15:07:25+00:00,7.736180117347178,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,13
10332,2023-08-22 15:12:52+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,14
10335,2023-08-22 15:17:01+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,13
10333,2023-08-22 15:21:55+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,14
10336,2023-08-22 15:28:09+00:00,7.736180117347169,31,14.4,12.439856019574819,0.0,0.0,5.2133585350983464e+129,22,9
10346,2023-08-22 15:30:07+00:00,7.747045166776591,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,9
10345,2023-08-22 15:42:52+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,11
10344,2023-08-22 15:51:57+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,6
10347,2023-08-22 15:55:51+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,2
10343,2023-08-22 16:03:30+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,2
10342,2023-08-22 16:04:41+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,0
10341,2023-08-22 16:12:11+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,1
10340,2023-08-22 16:16:50+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,2
10339,2023-08-22 16:20:41+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,2
10338,2023-08-22 16:25:09+00:00,7.748251328780156,30,13.9,12.289109152319016,0.0,0.0,5.0987083024631424e+129,22,1
10350,2023-08-22 16:34:13+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,0
10351,2023-08-22 16:40:53+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,0
10348,2023-08-22 16:49:20+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,1
10352,2023-08-22 16:51:01+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,1
10357,2023-08-22 16:55:36+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,2
10349,2023-08-22 17:02:42+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,3
10353,2023-08-22 17:07:11+00:00,7.66330033844472,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,5
10354,2023-08-22 17:12:59+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,5
10355,2023-08-22 17:21:23+00:00,7.66330033844472,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,5
10356,2023-08-22 17:25:21+00:00,7.663300338444714,35,15.8,12.289109152319016,0.0,0.0,4.9643773944397004e+129,22,6
10364,2023-08-22 17:31:29+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,6
10363,2023-08-22 17:41:34+00:00,7.540062542982914,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,6
10366,2023-08-22 17:51:39+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,6
10362,2023-08-22 17:54:58+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,5
10361,2023-08-22 18:01:45+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,5
10360,2023-08-22 18:08:55+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,6
10359,2023-08-22 18:11:54+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,8
10358,2023-08-22 18:22:01+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,8
10365,2023-08-22 18:28:28+00:00,7.5400625429829065,45,18.9,12.41480398403928,0.0,0.0,4.9203737728909506e+129,22,7
10368,2023-08-22 18:34:21+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,8
10369,2023-08-22 18:35:35+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,8
10371,2023-08-22 18:42:15+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,7
10370,2023-08-22 18:52:20+00:00,7.311302397118338,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,7
10367,2023-08-22 18:57:21+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,5
10372,2023-08-22 19:02:26+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,5
10375,2023-08-22 19:06:52+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,4
10376,2023-08-22 19:12:33+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,6
10373,2023-08-22 19:18:23+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,12
10374,2023-08-22 19:23:40+00:00,7.312332287697,56,20.7,12.263882416976235,0.0,0.0,4.898515125313875e+129,22,11
10377,2023-08-22 19:34:01+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,17
10378,2023-08-22 19:43:01+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,15
10379,2023-08-22 19:53:06+00:00,6.995775820019211,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,14
10380,2023-08-22 20:03:12+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,13
10385,2023-08-22 20:08:39+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,10
10381,2023-08-22 20:13:18+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,10
10382,2023-08-22 20:16:54+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,9
10383,2023-08-22 20:23:25+00:00,6.995775820019211,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,9
10384,2023-08-22 20:24:29+00:00,6.995775820019219,65,21.0,11.958821618375678,0.0,0.0,4.855082135858488e+129,22,10
10388,2023-08-22 20:33:31+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,10
10386,2023-08-22 20:43:36+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,10
10393,2023-08-22 20:53:41+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,10
10389,2023-08-22 20:57:41+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,8
10387,2023-08-22 21:03:47+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,8
10391,2023-08-22 21:14:15+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,9
10390,2023-08-22 21:19:04+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,8
10392,2023-08-22 21:23:59+00:00,6.561868626568374,75,20.3,11.01578406761986,0.0,0.0,4.9643773944397004e+129,22,8
10394,2023-08-22 21:34:04+00:00,6.249261434707712,72,17.6,10.02505832490001,0.0,0.0,4.942327727326983e+129,22,8
10395,2023-08-22 21:44:09+00:00,6.249261434707712,72,17.6,10.02505832490001,0.0,0.0,4.942327727326983e+129,22,8
10396,2023-08-22 21:54:16+00:00,6.249261434707712,72,17.6,10.02505832490001,0.0,0.0,4.942327727326983e+129,22,9
10397,2023-08-22 21:58:08+00:00,6.249261434707712,72,17.6,10.02505832490001,0.0,0.0,4.942327727326983e+129,22,10
10398,2023-08-22 22:04:23+00:00,6.249261434707712,72,17.6,10.02505832490001,0.0,0.0,4.942327727326983e+129,22,10
