available_bike_stands,available_bikes,bike_stands,name,address,number,date,lat,lon,last_updated
11,9,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T17:08:19,46.557328,15.646833,1710954091000.0
13,7,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T17:08:19,46.558519,15.649072,1710953984000.0
12,8,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T17:08:19,46.561555,15.65692,1710953999000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T17:08:19,46.554703,15.652826,1710954352000.0
2,18,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T17:08:19,46.558498,15.64146,1710954400000.0
21,1,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T17:08:19,46.562695,15.62935,1710954137000.0
6,14,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T17:08:19,46.559319,15.63498,1710954452000.0
15,5,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T17:08:19,46.560761,15.64053,1710953973000.0
13,7,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T17:08:19,46.550683,15.639333,1710954214000.0
12,8,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T17:08:19,46.558924,15.644443,1710954322000.0
6,14,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T17:08:19,46.549005,15.635014,1710954323000.0
8,12,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T17:08:19,46.552652,15.646023,1710954105000.0
6,14,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T17:08:19,46.551963,15.651564,1710953915000.0
7,13,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T17:08:19,46.542655,15.634329,1710954251000.0
8,12,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T17:08:19,46.553109,15.624098,1710954425000.0
11,9,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T17:08:19,46.556731,15.64212,1710954411000.0
20,0,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T17:08:19,46.56196,15.650235,1710954025000.0
20,0,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T17:08:19,46.560227,15.650781,1710954294000.0
19,3,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T17:08:19,46.561422,15.637118,1710954427000.0
14,2,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T17:08:19,46.56294,15.644185,1710954267000.0
11,9,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T17:08:19,46.558534,15.654739,1710954215000.0
14,6,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T17:08:19,46.548853,15.645591,1710954377000.0
13,7,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T17:08:19,46.543986,15.629317,1710954329000.0
19,1,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T17:08:19,46.545947,15.644015,1710954098000.0
13,7,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T17:08:19,46.554741,15.659814,1710954093000.0
11,9,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T17:08:19,46.565603,15.623133,1710954200000.0
10,10,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T17:08:19,46.56056,15.652935,1710954419000.0
9,11,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T18:12:19,46.54199,15.63831,1710957957000.0
13,7,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T18:12:19,46.557328,15.646833,1710958194000.0
12,8,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T18:12:19,46.558519,15.649072,1710958227000.0
9,11,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T18:12:19,46.561555,15.65692,1710958235000.0
3,18,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T18:12:19,46.554703,15.652826,1710958296000.0
12,8,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T18:12:19,46.558498,15.64146,1710958140000.0
19,3,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T18:12:19,46.562695,15.62935,1710958271000.0
3,17,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T18:12:19,46.559319,15.63498,1710958145000.0
15,5,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T18:12:19,46.560761,15.64053,1710958222000.0
9,11,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T18:12:19,46.550683,15.639333,1710957822000.0
17,3,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T18:12:19,46.558924,15.644443,1710958285000.0
17,3,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T18:12:19,46.549005,15.635014,1710958228000.0
10,10,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T18:12:19,46.552652,15.646023,1710958285000.0
0,20,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T18:12:19,46.551963,15.651564,1710958155000.0
9,11,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T18:12:19,46.542655,15.634329,1710957881000.0
11,9,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T18:12:19,46.553109,15.624098,1710958215000.0
13,7,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T18:12:19,46.556731,15.64212,1710957966000.0
19,1,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T18:12:19,46.56196,15.650235,1710958269000.0
19,1,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T18:12:19,46.560227,15.650781,1710958140000.0
12,10,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T18:12:19,46.561422,15.637118,1710957904000.0
11,5,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T18:12:19,46.56294,15.644185,1710958232000.0
8,12,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T18:12:19,46.558534,15.654739,1710958210000.0
9,11,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T18:12:19,46.548853,15.645591,1710958256000.0
14,6,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T18:12:19,46.543986,15.629317,1710958222000.0
10,10,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T18:12:19,46.545947,15.644015,1710957809000.0
13,7,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T18:12:19,46.554741,15.659814,1710957723000.0
13,7,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T18:12:19,46.565603,15.623133,1710958243000.0
12,8,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T18:12:19,46.56056,15.652935,1710958209000.0
7,13,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T19:08:13,46.54199,15.63831,1710961530000.0
20,0,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T19:08:13,46.557328,15.646833,1710961458000.0
13,7,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T19:08:13,46.558519,15.649072,1710961445000.0
10,10,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T19:08:13,46.561555,15.65692,1710961264000.0
1,20,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T19:08:13,46.554703,15.652826,1710961588000.0
10,10,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T19:08:13,46.558498,15.64146,1710961411000.0
10,12,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T19:08:13,46.562695,15.62935,1710961650000.0
8,12,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T19:08:13,46.559319,15.63498,1710961351000.0
16,4,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T19:08:13,46.560761,15.64053,1710961491000.0
9,11,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T19:08:13,46.550683,15.639333,1710961461000.0
14,6,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T19:08:13,46.558924,15.644443,1710961513000.0
17,3,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T19:08:13,46.549005,15.635014,1710961610000.0
8,12,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T19:08:13,46.552652,15.646023,1710961651000.0
0,20,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T19:08:13,46.551963,15.651564,1710961182000.0
10,10,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T19:08:13,46.542655,15.634329,1710961515000.0
11,9,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T19:08:13,46.553109,15.624098,1710961622000.0
13,7,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T19:08:13,46.556731,15.64212,1710961600000.0
15,4,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T19:08:13,46.56196,15.650235,1710961659000.0
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T19:08:13,46.560227,15.650781,1710961555000.0
14,8,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T19:08:13,46.561422,15.637118,1710961594000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T19:08:13,46.56294,15.644185,1710961640000.0
7,13,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T19:08:13,46.558534,15.654739,1710961239000.0
6,14,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T19:08:13,46.548853,15.645591,1710961284000.0
14,6,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T19:08:13,46.543986,15.629317,1710961493000.0
8,12,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T19:08:13,46.545947,15.644015,1710961367000.0
13,7,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T19:08:13,46.554741,15.659814,1710961558000.0
15,5,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T19:08:13,46.565603,15.623133,1710961340000.0
10,10,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T19:08:13,46.56056,15.652935,1710961238000.0
8,12,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T20:11:07,46.54199,15.63831,1710965168000.0
9,11,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T20:11:07,46.557328,15.646833,1710965347000.0
11,9,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T20:11:07,46.558519,15.649072,1710964894000.0
9,11,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T20:11:07,46.561555,15.65692,1710965015000.0
6,15,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T20:11:07,46.554703,15.652826,1710965437000.0
19,1,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T20:11:07,46.558498,15.64146,1710965204000.0
18,4,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T20:11:07,46.562695,15.62935,1710965219000.0
5,15,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T20:11:07,46.559319,15.63498,1710965193000.0
14,6,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T20:11:07,46.560761,15.64053,1710965059000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T20:11:07,46.550683,15.639333,1710965103000.0
11,9,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T20:11:07,46.558924,15.644443,1710965343000.0
20,0,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T20:11:07,46.549005,15.635014,1710964899000.0
7,13,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T20:11:07,46.552652,15.646023,1710965423000.0
0,20,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T20:11:07,46.551963,15.651564,1710965420000.0
9,11,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T20:11:07,46.542655,15.634329,1710965149000.0
11,9,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T20:11:07,46.553109,15.624098,1710964884000.0
13,7,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T20:11:07,46.556731,15.64212,1710965233000.0
20,0,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T20:11:07,46.56196,15.650235,1710964943000.0
14,6,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T20:11:07,46.560227,15.650781,1710965190000.0
14,8,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T20:11:07,46.561422,15.637118,1710965173000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T20:11:07,46.56294,15.644185,1710964908000.0
9,11,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T20:11:07,46.558534,15.654739,1710964875000.0
6,14,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T20:11:07,46.548853,15.645591,1710965338000.0
14,6,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T20:11:07,46.543986,15.629317,1710965273000.0
7,13,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T20:11:07,46.545947,15.644015,1710965000000.0
10,10,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T20:11:07,46.554741,15.659814,1710965137000.0
18,2,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T20:11:07,46.565603,15.623133,1710964927000.0
9,11,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T20:11:07,46.56056,15.652935,1710964872000.0
7,13,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T21:10:18,46.54199,15.63831,1710968803000.0
12,8,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T21:10:18,46.557328,15.646833,1710968670000.0
13,7,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T21:10:18,46.558519,15.649072,1710968737000.0
1,19,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T21:10:18,46.561555,15.65692,1710968536000.0
8,13,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T21:10:18,46.554703,15.652826,1710968550000.0
18,2,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T21:10:18,46.558498,15.64146,1710968700000.0
14,8,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T21:10:18,46.562695,15.62935,1710968795000.0
1,19,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T21:10:18,46.559319,15.63498,1710968632000.0
14,6,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T21:10:18,46.560761,15.64053,1710968892000.0
11,9,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T21:10:18,46.550683,15.639333,1710968736000.0
10,10,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T21:10:18,46.558924,15.644443,1710968590000.0
20,0,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T21:10:18,46.549005,15.635014,1710968559000.0
8,12,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T21:10:18,46.552652,15.646023,1710968586000.0
1,19,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T21:10:18,46.551963,15.651564,1710968448000.0
9,11,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T21:10:18,46.542655,15.634329,1710968779000.0
11,9,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T21:10:18,46.553109,15.624098,1710968760000.0
12,8,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T21:10:18,46.556731,15.64212,1710968865000.0
20,0,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T21:10:18,46.56196,15.650235,1710968576000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T21:10:18,46.560227,15.650781,1710968826000.0
13,9,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T21:10:18,46.561422,15.637118,1710968806000.0
11,5,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T21:10:18,46.56294,15.644185,1710968594000.0
11,9,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T21:10:18,46.558534,15.654739,1710968750000.0
4,16,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T21:10:18,46.548853,15.645591,1710968688000.0
13,7,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T21:10:18,46.543986,15.629317,1710968523000.0
8,12,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T21:10:18,46.545947,15.644015,1710968923000.0
10,10,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T21:10:18,46.554741,15.659814,1710968624000.0
12,8,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T21:10:18,46.565603,15.623133,1710968563000.0
9,11,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T21:10:18,46.56056,15.652935,1710968844000.0
4,16,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T22:08:54,46.54199,15.63831,1710972440000.0
15,5,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T22:08:54,46.557328,15.646833,1710972311000.0
16,4,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T22:08:54,46.558519,15.649072,1710972165000.0
2,18,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T22:08:54,46.561555,15.65692,1710972167000.0
7,14,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T22:08:54,46.554703,15.652826,1710972182000.0
20,0,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T22:08:54,46.558498,15.64146,1710972333000.0
11,11,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T22:08:54,46.562695,15.62935,1710972366000.0
1,19,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T22:08:54,46.559319,15.63498,1710972268000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T22:08:54,46.560761,15.64053,1710972155000.0
10,10,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T22:08:54,46.550683,15.639333,1710972373000.0
10,10,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T22:08:54,46.558924,15.644443,1710972225000.0
19,1,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T22:08:54,46.549005,15.635014,1710972192000.0
8,12,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T22:08:54,46.552652,15.646023,1710972219000.0
1,19,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T22:08:54,46.551963,15.651564,1710972081000.0
9,11,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T22:08:54,46.542655,15.634329,1710972409000.0
10,10,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T22:08:54,46.553109,15.624098,1710972152000.0
11,9,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T22:08:54,46.556731,15.64212,1710972498000.0
20,0,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T22:08:54,46.56196,15.650235,1710972208000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T22:08:54,46.560227,15.650781,1710972456000.0
13,9,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T22:08:54,46.561422,15.637118,1710972436000.0
9,7,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T22:08:54,46.56294,15.644185,1710972179000.0
12,8,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T22:08:54,46.558534,15.654739,1710972147000.0
5,15,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T22:08:54,46.548853,15.645591,1710972187000.0
13,7,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T22:08:54,46.543986,15.629317,1710972198000.0
9,11,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-20T22:08:54,46.545947,15.644015,1710972267000.0
9,11,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-20T22:08:54,46.554741,15.659814,1710972256000.0
13,7,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-20T22:08:54,46.565603,15.623133,1710972200000.0
7,13,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-20T22:08:54,46.56056,15.652935,1710972140000.0
4,16,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-20T23:11:38,46.54199,15.63831,1710975665000.0
14,6,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-20T23:11:38,46.557328,15.646833,1710975947000.0
17,3,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-20T23:11:38,46.558519,15.649072,1710975798000.0
2,18,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-20T23:11:38,46.561555,15.65692,1710975798000.0
7,14,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-20T23:11:38,46.554703,15.652826,1710975812000.0
20,0,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-20T23:11:38,46.558498,15.64146,1710975972000.0
10,12,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-20T23:11:38,46.562695,15.62935,1710976147000.0
1,19,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-20T23:11:38,46.559319,15.63498,1710975899000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-20T23:11:38,46.560761,15.64053,1710975786000.0
10,10,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-20T23:11:38,46.550683,15.639333,1710976005000.0
12,8,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-20T23:11:38,46.558924,15.644443,1710976211000.0
19,1,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-20T23:11:38,46.549005,15.635014,1710975824000.0
8,12,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-20T23:11:38,46.552652,15.646023,1710975850000.0
1,19,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-20T23:11:38,46.551963,15.651564,1710975668000.0
9,11,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-20T23:11:38,46.542655,15.634329,1710976040000.0
10,10,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-20T23:11:38,46.553109,15.624098,1710975843000.0
11,9,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-20T23:11:38,46.556731,15.64212,1710975667000.0
20,0,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-20T23:11:38,46.56196,15.650235,1710975667000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-20T23:11:38,46.560227,15.650781,1710976089000.0
14,8,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-20T23:11:38,46.561422,15.637118,1710976069000.0
8,8,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-20T23:11:38,46.56294,15.644185,1710975665000.0
15,5,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-20T23:11:38,46.558534,15.654739,1710975786000.0
6,14,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-20T23:11:38,46.548853,15.645591,1710975819000.0
13,7,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-20T23:11:38,46.543986,15.629317,1710975974000.0
