date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation,rain,surface_pressure,name,address,available_bike_stands,available_bikes
2024-03-11T10:00,10.2,82.0,7.2,8.2,0.1,0.1,973.9,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,17,5
2024-03-11T10:00,10.2,82.0,7.2,8.2,0.1,0.1,973.9,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,17,5
2024-03-11T10:00,10.2,82.0,7.2,8.2,0.1,0.1,973.9,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,17,5
2024-03-11T10:00,10.2,82.0,7.2,8.2,0.1,0.1,973.9,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,17,5
2024-03-11T10:00,10.2,82.0,7.2,8.2,0.1,0.1,973.9,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,17,5
